amount,amount_to_avg_ratio,hour,late_night,is_online,distance_from_home_km,txns_last_hour,merchant_category,account_age_days,prior_disputes,is_fraud
46.81,3.094,21,0,1,66.6,0,gambling,1794,0,0
36.95,1.503,18,0,0,7.1,1,travel,3323,0,0
5.99,0.222,13,0,1,40.4,0,online_retail,521,1,0
69.24,1.768,0,1,0,31.8,0,travel,153,1,0
12.04,0.353,3,1,0,23.7,0,travel,1933,0,0
7.31,0.175,1,1,0,5.2,1,gambling,1956,0,0
26.94,0.788,9,0,0,21.3,2,gas,705,0,0
11.29,0.307,20,0,1,92.9,1,online_retail,3053,1,0
35.88,0.744,2,1,1,84.5,0,online_retail,123,0,0
33.46,1.32,13,0,1,68.5,1,online_retail,2107,0,0
85.95,0.671,8,0,0,11.9,1,online_retail,1614,0,0
54.1,2.491,13,0,1,44.8,0,dining,3424,0,0
12.4,0.449,14,0,1,50.9,1,cash_advance,1867,1,0
46.07,1.103,0,1,0,11.2,0,gambling,2160,0,0
26.05,0.759,2,1,0,14.0,0,gas,1075,0,0
31.71,0.664,20,0,1,39.2,0,gas,213,0,0
8.7,0.378,3,1,0,4.0,1,gas,165,1,0
12.21,0.312,6,0,1,14.1,3,travel,3151,0,0
14.18,0.303,22,0,1,78.3,0,dining,2507,0,0
265.31,14.561,11,0,0,8.5,0,grocery,2747,0,1
25.18,0.567,2,1,1,102.5,2,dining,2838,0,0
56.8,3.285,3,1,0,21.6,0,online_retail,1802,0,0
507.35,9.33,15,0,1,76.5,3,gas,1285,0,1
195.17,7.0,13,0,1,55.9,0,dining,1168,0,0
14.98,0.806,1,1,1,70.4,0,dining,3067,0,0
46.09,1.709,5,1,0,20.1,2,electronics,2345,0,0
185.82,2.211,4,1,1,13.3,0,grocery,209,0,0
142.73,11.994,7,0,0,5.4,0,electronics,802,0,1
38.02,1.257,4,1,0,3.9,0,online_retail,3533,0,0
343.16,10.53,4,1,0,24.6,0,grocery,337,0,1
31.96,0.75,3,1,0,7.8,1,cash_advance,2035,0,0
172.46,8.021,2,1,0,10.3,0,online_retail,2698,0,1
29.96,0.448,20,0,1,14.9,1,electronics,3553,1,0
27.23,0.322,4,1,1,63.5,1,dining,475,0,0
21.17,0.785,11,0,1,28.9,1,dining,2759,1,0
67.16,2.953,23,1,0,5.7,0,online_retail,2580,0,0
8.55,0.129,17,0,1,71.6,0,dining,2362,0,0
37.57,1.495,17,0,0,27.4,1,online_retail,721,0,0
58.97,1.037,1,1,0,17.5,0,online_retail,1161,0,0
24.89,1.737,23,1,1,87.6,3,travel,3133,0,0
86.21,2.298,19,0,1,35.1,1,dining,537,0,0
21.03,0.482,4,1,0,7.3,0,cash_advance,3059,0,0
33.47,0.804,18,0,1,98.1,0,online_retail,2146,0,0
39.08,0.594,13,0,1,43.1,1,online_retail,1683,0,0
16.12,0.46,10,0,1,32.6,0,online_retail,3540,0,0
101.91,2.32,4,1,1,61.2,0,dining,711,1,0
22.51,0.666,20,0,0,6.1,0,gas,461,0,0
479.38,21.287,9,0,1,86.6,1,grocery,2585,0,1
36.95,1.313,20,0,1,70.8,0,online_retail,1130,0,0
10.82,0.312,14,0,1,41.1,1,online_retail,1731,0,0
24.67,0.874,20,0,0,7.1,1,gas,1767,0,0
34.01,0.809,22,0,0,0.6,1,grocery,2003,0,0
29.84,0.524,16,0,1,88.7,0,gambling,1828,1,0
9.8,0.221,21,0,0,11.0,1,travel,1353,0,0
49.64,0.866,20,0,0,18.7,1,grocery,1798,0,0
48.27,1.703,22,0,1,87.7,1,grocery,2704,0,0
15.03,0.585,9,0,0,3.4,0,electronics,1145,0,0
12.09,0.449,16,0,0,8.8,1,cash_advance,3277,0,0
75.66,1.328,13,0,1,58.0,1,grocery,2556,0,0
35.3,1.186,3,1,1,24.3,0,grocery,1147,0,0
41.92,0.956,9,0,0,8.2,0,grocery,678,0,0
75.34,3.391,19,0,1,26.2,1,dining,1038,0,0
11.99,0.26,21,0,0,32.7,2,online_retail,720,0,0
55.56,1.49,0,1,0,13.0,8,online_retail,1226,0,0
42.71,1.549,8,0,1,46.1,0,grocery,3248,0,0
26.56,1.686,16,0,0,15.7,0,online_retail,1910,1,0
26.38,0.906,4,1,1,51.2,1,online_retail,3191,0,0
53.05,2.235,7,0,1,52.7,0,grocery,3179,0,0
101.96,3.994,19,0,0,9.5,0,grocery,2791,1,0
144.44,4.483,15,0,1,13.6,0,cash_advance,1336,0,1
90.38,1.299,16,0,1,49.2,2,electronics,3535,1,0
21.3,0.64,8,0,0,16.4,0,grocery,1672,0,0
101.02,2.987,7,0,0,3.5,1,online_retail,2996,0,0
72.52,3.987,15,0,0,8.4,1,online_retail,499,0,0
26.33,0.513,7,0,1,17.5,2,cash_advance,583,0,0
62.17,2.9,8,0,0,5.6,1,cash_advance,2350,0,0
47.2,0.911,19,0,0,2.5,1,dining,1396,0,0
66.09,3.04,7,0,1,7.5,0,dining,859,0,0
141.78,5.449,3,1,1,37.9,4,dining,258,0,1
6.61,0.1,22,0,0,17.4,1,cash_advance,2843,1,0
251.74,6.179,20,0,1,62.9,0,gambling,3285,0,0
60.35,2.995,6,0,1,33.2,5,online_retail,1111,0,0
61.88,0.566,6,0,0,17.8,1,gas,832,1,0
14.91,0.541,19,0,1,54.5,3,gas,1629,0,0
14.62,0.549,3,1,0,14.9,1,gambling,1025,0,0
26.0,0.845,13,0,1,92.9,0,cash_advance,1156,1,0
94.54,2.934,6,0,1,30.1,1,online_retail,2853,0,0
7.04,0.232,20,0,0,1.2,0,grocery,1174,0,0
35.55,1.61,17,0,1,51.4,1,gas,561,0,0
78.88,2.851,3,1,0,8.4,1,grocery,3136,0,0
3.95,0.103,4,1,1,57.0,1,electronics,2200,0,0
64.99,2.212,17,0,1,100.2,0,online_retail,3037,1,0
20.02,1.143,20,0,1,74.2,2,grocery,286,0,0
41.14,1.175,23,1,1,25.2,0,gas,2004,0,0
7.48,0.206,4,1,0,14.2,1,grocery,2181,1,0
43.99,2.767,19,0,1,10.7,0,gas,78,0,0
31.17,2.002,6,0,0,8.2,0,travel,1432,0,0
46.99,1.434,8,0,1,49.5,0,electronics,1270,0,0
28.13,0.909,23,1,1,24.2,1,cash_advance,2664,0,0
19.71,0.509,1,1,1,49.9,0,gas,1809,1,0
23.49,0.679,20,0,1,65.7,0,grocery,46,0,0
10.29,0.313,3,1,1,25.2,0,cash_advance,2110,0,0
31.68,0.599,9,0,1,80.0,0,gambling,3250,0,0
75.14,1.396,16,0,1,53.5,0,grocery,2664,0,0
13.18,0.361,22,0,0,2.4,1,online_retail,1813,0,0
29.06,1.752,8,0,1,71.4,1,cash_advance,2628,0,0
44.47,1.962,5,1,1,21.6,0,dining,1647,0,0
13.65,0.406,6,0,1,44.2,0,online_retail,1618,0,0
107.07,2.023,8,0,0,3.5,1,gambling,860,1,0
27.37,2.229,10,0,0,9.6,0,gas,1092,0,0
18.08,0.466,16,0,0,25.3,0,gambling,1792,0,0
14.73,0.531,19,0,0,0.2,0,dining,2333,0,0
10.19,0.186,17,0,0,0.0,0,gas,1284,0,0
35.35,1.055,13,0,0,7.4,1,online_retail,1830,0,0
26.01,2.008,8,0,0,5.9,1,travel,2958,0,0
29.55,1.142,17,0,1,61.3,4,gas,966,0,0
9.12,0.225,12,0,1,60.8,0,gambling,29,0,0
11.38,0.257,11,0,1,67.0,1,travel,883,1,0
5.32,0.236,11,0,0,5.2,1,cash_advance,2416,0,0
163.9,4.777,6,0,1,35.1,1,electronics,1749,0,0
12.72,0.325,1,1,1,86.8,0,dining,161,0,0
7.29,0.17,4,1,1,31.3,0,dining,811,0,0
59.59,2.363,3,1,1,9.9,1,dining,1389,0,0
19.23,0.464,4,1,0,10.8,1,online_retail,987,0,0
115.46,2.052,14,0,0,18.1,2,dining,1920,0,0
20.35,0.442,8,0,1,10.6,0,online_retail,1403,0,0
24.38,0.704,14,0,1,41.3,0,gas,1774,1,0
54.01,1.594,3,1,1,9.3,0,gas,880,0,0
34.28,0.792,0,1,1,71.5,0,grocery,2841,0,0
72.29,3.202,11,0,0,26.8,0,online_retail,2265,0,0
13.11,0.751,16,0,0,5.6,2,dining,2464,0,0
47.85,1.764,6,0,1,48.6,1,travel,3450,0,0
13.15,0.334,20,0,1,24.8,3,dining,1902,0,0
42.21,1.431,4,1,1,44.0,2,grocery,2839,0,0
12.5,0.454,21,0,0,16.9,5,grocery,1976,1,0
36.28,1.343,4,1,1,35.9,2,dining,965,0,0
271.87,5.322,23,1,1,98.0,1,grocery,2578,0,1
90.16,3.212,0,1,1,18.4,1,travel,3553,0,0
17.22,0.578,4,1,0,0.1,1,dining,1874,0,0
42.44,2.44,11,0,0,1.8,0,online_retail,2789,0,0
18.83,0.489,9,0,0,27.1,0,travel,194,0,0
90.82,1.504,21,0,0,0.9,1,grocery,184,0,0
251.01,5.59,8,0,0,2.4,0,grocery,677,0,0
116.04,4.736,10,0,0,3.2,0,grocery,1177,0,0
78.76,3.217,17,0,0,23.5,1,cash_advance,2784,0,0
21.5,0.583,0,1,1,53.3,0,cash_advance,2197,0,0
66.24,3.818,19,0,0,30.0,0,dining,1101,0,0
24.61,0.614,5,1,1,42.6,1,grocery,1320,1,0
135.29,3.204,12,0,1,13.2,2,gambling,3209,0,0
14.5,0.424,9,0,0,33.3,0,gambling,1727,0,0
11.51,0.208,4,1,0,7.6,0,online_retail,1716,0,0
46.21,2.224,22,0,0,15.4,1,online_retail,2132,0,0
7.41,0.328,20,0,1,39.1,0,gas,433,0,0
12.68,0.336,13,0,0,25.3,1,grocery,3175,1,0
9.67,0.352,20,0,0,3.3,1,grocery,1256,0,0
47.86,1.456,11,0,0,13.4,0,gambling,559,1,0
19.36,0.601,9,0,0,10.7,1,grocery,582,1,0
12.27,0.336,20,0,1,105.8,1,gas,1269,0,0
20.78,0.343,10,0,1,144.7,1,cash_advance,1776,0,0
56.94,1.958,22,0,1,138.3,3,gambling,3529,0,0
6.29,0.232,15,0,1,53.7,1,gambling,2769,0,0
79.67,2.204,11,0,1,46.2,0,dining,426,0,0
125.53,4.782,4,1,1,16.2,1,gambling,981,0,0
37.76,0.915,16,0,0,12.8,1,grocery,2899,0,0
343.56,16.784,7,0,0,15.7,0,online_retail,2264,0,1
156.85,2.706,4,1,0,15.7,1,online_retail,2452,0,0
38.07,1.166,0,1,1,68.6,0,grocery,2202,0,0
322.51,12.926,8,0,1,70.8,1,dining,1792,0,1
44.11,2.951,16,0,1,22.1,1,electronics,1443,0,0
89.07,2.728,13,0,0,13.1,1,travel,3232,0,0
48.44,1.029,4,1,0,10.5,0,online_retail,305,0,0
27.15,0.714,10,0,1,26.7,0,online_retail,1920,2,0
32.43,1.979,11,0,0,20.2,1,gas,1632,0,0
15.92,0.623,18,0,0,20.0,1,grocery,3468,0,0
34.42,2.978,0,1,0,6.6,1,grocery,3515,0,0
25.34,0.405,11,0,1,100.9,8,gambling,852,0,0
98.03,5.477,19,0,0,3.1,1,dining,3348,0,0
14.02,0.998,15,0,0,1.8,0,gas,1355,0,0
70.35,1.692,3,1,1,41.0,0,grocery,48,1,0
29.22,0.994,12,0,0,25.3,0,gas,3568,0,0
67.62,1.686,7,0,1,59.9,2,electronics,934,1,0
44.08,0.996,0,1,0,7.7,1,gas,2753,0,0
70.23,1.871,23,1,1,22.0,0,gas,1922,0,0
125.31,7.966,10,0,1,9.8,0,travel,1553,0,1
241.27,10.091,21,0,0,15.7,0,online_retail,177,0,1
78.59,5.839,17,0,0,11.7,0,cash_advance,1897,0,0
6.01,0.281,7,0,1,9.2,5,grocery,1183,0,0
62.15,0.54,14,0,1,40.9,0,electronics,1332,0,0
30.66,0.568,20,0,0,4.1,0,grocery,2869,0,0
416.64,11.478,4,1,0,13.0,0,grocery,2053,0,1
76.0,5.198,15,0,1,31.5,0,dining,820,1,1
20.6,0.776,14,0,1,44.1,0,electronics,2735,0,0
37.71,2.213,13,0,1,78.5,0,dining,1103,0,0
32.38,0.911,17,0,1,80.9,0,electronics,3465,0,0
8.15,0.171,11,0,1,27.1,0,grocery,1887,0,0
15.15,0.737,22,0,0,32.9,1,cash_advance,171,0,0
18.74,0.53,15,0,0,7.1,0,gas,426,0,0
40.36,1.279,10,0,0,35.2,0,grocery,276,1,0
16.33,0.389,8,0,1,67.0,1,travel,3047,0,0
52.06,3.274,2,1,1,12.7,0,gambling,2263,0,0
119.61,3.948,2,1,0,1.2,1,online_retail,744,0,0
42.4,1.215,20,0,1,55.4,1,online_retail,2982,0,0
38.37,1.242,19,0,1,14.1,2,dining,3439,1,0
38.71,0.877,8,0,0,0.7,0,gambling,280,0,0
66.04,1.971,2,1,0,12.0,0,cash_advance,1335,1,0
49.7,2.408,22,0,1,7.0,0,online_retail,2300,0,0
169.54,10.08,8,0,1,12.9,0,gas,3235,0,1
12.24,1.06,10,0,1,70.5,1,travel,1402,0,0
28.8,0.638,14,0,0,12.6,0,online_retail,2046,0,0
46.08,1.985,3,1,1,64.3,1,travel,821,0,0
26.0,1.865,6,0,1,35.7,1,grocery,2114,0,0
28.38,1.254,15,0,0,9.6,2,dining,3306,0,0
252.13,4.308,3,1,0,8.7,0,gambling,1993,0,0
7.88,0.299,10,0,0,5.0,2,online_retail,416,1,0
22.31,0.547,7,0,1,90.2,1,dining,2775,0,0
149.41,8.825,0,1,0,15.4,0,online_retail,2884,0,1
107.47,3.465,15,0,0,17.3,0,dining,2750,0,0
15.92,0.474,18,0,1,105.3,1,grocery,796,0,0
20.26,0.751,8,0,0,9.4,1,grocery,3226,0,0
37.59,0.358,9,0,0,3.6,0,cash_advance,1503,0,0
11.49,0.254,17,0,0,9.4,0,online_retail,3568,0,0
79.37,0.959,15,0,1,47.9,0,online_retail,2211,0,0
41.2,0.866,0,1,1,2.5,1,cash_advance,1789,0,0
50.68,1.37,10,0,1,8.0,1,gambling,1003,1,0
89.61,0.959,16,0,1,107.7,0,travel,3101,0,0
32.44,1.204,14,0,1,36.7,0,online_retail,1825,0,0
25.97,0.521,9,0,1,71.9,2,grocery,1044,0,0
9.82,0.199,18,0,0,1.6,0,travel,2718,0,0
8.68,0.22,19,0,0,13.1,0,grocery,2614,0,0
66.37,0.784,20,0,1,28.7,0,gas,2917,0,0
22.47,0.903,20,0,0,13.3,0,dining,970,0,0
83.5,4.026,11,0,0,11.1,1,dining,2965,1,0
15.01,0.594,20,0,0,19.4,0,cash_advance,1345,0,0
16.49,0.402,19,0,1,46.1,1,gas,185,0,0
11.98,0.176,4,1,0,8.0,1,gas,1526,0,0
14.05,0.475,12,0,0,29.4,0,grocery,2526,0,0
61.09,1.051,7,0,1,85.9,1,dining,2600,0,0
60.44,3.223,19,0,0,39.6,1,grocery,3254,0,0
13.34,0.443,20,0,0,12.1,0,travel,2519,0,0
24.5,0.574,11,0,1,68.9,0,grocery,3332,0,0
8.55,0.238,13,0,0,9.4,2,grocery,1877,1,0
16.46,0.911,13,0,1,30.9,0,travel,1248,0,0
13.47,0.134,8,0,1,146.1,0,online_retail,433,0,0
17.49,0.852,15,0,1,36.1,0,cash_advance,1070,0,0
16.69,0.429,10,0,1,65.1,0,online_retail,562,0,0
31.35,0.758,3,1,1,36.1,1,grocery,2306,1,0
10.55,0.399,3,1,0,20.9,0,cash_advance,605,0,0
22.25,1.184,18,0,0,20.8,6,travel,3411,0,0
30.21,1.16,2,1,1,7.5,0,gambling,2247,0,0
11.73,0.378,13,0,1,6.9,0,grocery,3131,0,0
32.76,0.829,14,0,0,15.2,1,cash_advance,218,0,0
49.74,1.442,0,1,1,38.0,0,electronics,393,1,0
20.44,0.862,23,1,0,4.1,0,cash_advance,1564,0,0
62.41,2.034,18,0,0,14.3,1,grocery,1078,0,0
110.99,4.274,13,0,1,82.3,1,travel,611,0,0
36.9,1.414,15,0,0,9.5,0,cash_advance,2774,0,0
8.4,0.444,20,0,0,17.3,1,gas,863,0,0
28.32,1.668,5,1,1,47.5,1,gambling,3594,0,0
33.93,1.661,11,0,0,2.5,2,online_retail,2535,0,0
51.38,1.815,15,0,0,10.9,0,gas,3589,0,0
26.56,1.219,7,0,0,6.3,0,dining,2882,0,0
31.02,1.142,4,1,1,35.3,0,grocery,597,0,0
29.08,1.192,17,0,0,16.2,2,grocery,3392,0,0
31.91,1.303,23,1,1,58.5,0,dining,257,1,0
11.25,0.702,9,0,1,114.6,0,online_retail,3159,0,0
71.58,4.499,2,1,1,15.4,2,gas,1251,0,0
44.16,0.898,4,1,1,58.1,0,gas,559,0,0
29.66,0.919,17,0,1,50.1,1,cash_advance,2521,0,0
31.74,0.814,18,0,1,62.4,0,electronics,1932,0,0
27.83,0.673,18,0,0,21.4,7,grocery,1401,0,0
28.33,0.902,13,0,1,56.8,1,gas,2855,0,0
6.43,0.256,13,0,1,69.5,0,grocery,153,0,0
25.67,0.961,23,1,0,24.6,0,dining,1845,0,0
43.51,2.081,4,1,1,22.6,0,online_retail,2932,0,0
26.8,1.565,0,1,1,53.2,0,gas,1257,0,0
12.8,0.589,1,1,0,0.4,4,dining,941,0,0
144.95,4.65,13,0,1,68.1,0,dining,1469,0,0
80.66,2.644,12,0,1,56.5,1,travel,2999,1,0
146.62,4.305,16,0,1,35.4,0,gambling,1175,0,0
16.2,0.363,19,0,1,69.6,0,online_retail,3150,0,0
50.76,2.533,21,0,1,26.5,0,dining,1819,0,0
60.19,1.619,17,0,1,74.0,1,online_retail,1886,0,0
18.92,0.784,17,0,1,80.9,6,gas,3349,0,0
40.89,2.755,21,0,1,15.0,0,cash_advance,2959,0,0
34.29,1.349,22,0,0,2.0,0,grocery,1805,0,0
232.82,5.905,12,0,0,1.5,0,travel,3177,0,0
20.98,0.502,3,1,0,14.1,1,online_retail,2378,0,0
6.89,0.208,23,1,1,42.1,2,grocery,2813,0,0
110.62,2.193,5,1,1,7.3,0,dining,319,0,0
53.13,3.443,11,0,1,64.2,1,grocery,3312,0,0
126.98,5.502,10,0,1,7.7,1,online_retail,3282,0,0
59.61,1.337,12,0,1,31.1,2,grocery,2178,0,0
45.09,1.668,20,0,1,34.2,1,dining,1966,0,0
3.53,0.153,11,0,1,53.1,0,dining,1840,1,0
27.43,0.925,6,0,1,96.7,0,grocery,1344,0,0
38.1,1.424,13,0,0,11.7,1,electronics,1476,0,0
137.34,3.933,7,0,0,9.4,0,gambling,1072,0,0
59.0,1.426,9,0,0,22.0,1,travel,2516,0,0
70.54,2.347,11,0,1,35.6,1,grocery,331,0,0
50.61,2.229,17,0,1,26.3,0,cash_advance,264,1,0
13.89,0.332,0,1,1,21.4,0,gambling,3576,0,0
24.9,0.412,20,0,1,58.2,0,grocery,3103,0,0
80.43,3.458,13,0,0,20.4,0,dining,1807,1,0
11.47,0.459,22,0,0,17.8,0,online_retail,2847,0,0
13.22,0.24,9,0,1,102.7,1,dining,637,0,0
110.96,2.96,23,1,0,1.8,1,gas,456,0,0
226.64,6.124,18,0,0,13.7,1,cash_advance,1509,1,1
9.15,0.188,9,0,0,18.0,0,gas,2139,0,0
41.16,1.406,15,0,1,73.1,0,dining,486,1,0
97.46,2.045,3,1,0,8.0,0,dining,259,0,0
124.38,8.656,1,1,0,4.5,0,grocery,200,0,1
4.82,0.098,13,0,0,0.5,0,gambling,439,0,0
21.58,0.595,14,0,1,125.4,0,dining,633,0,0
72.28,2.201,15,0,0,7.8,2,online_retail,2468,0,0
70.54,1.589,23,1,0,6.5,2,grocery,489,0,0
26.34,1.251,12,0,1,38.8,3,grocery,2488,0,0
22.8,0.897,0,1,1,26.4,1,online_retail,251,0,0
22.97,0.495,1,1,0,8.6,1,online_retail,2040,1,0
79.02,3.49,12,0,1,33.0,0,gas,1876,0,0
116.98,3.031,20,0,1,36.6,0,electronics,3414,0,0
32.75,1.488,22,0,1,56.2,0,gas,433,0,0
16.18,0.487,5,1,1,14.5,1,gambling,1125,1,0
12.76,0.956,16,0,0,1.6,0,travel,3366,0,0
23.69,1.325,21,0,1,19.1,0,online_retail,3049,0,0
15.46,0.329,18,0,1,50.3,0,dining,2144,1,0
14.8,0.525,19,0,1,22.9,1,online_retail,3417,0,0
23.8,0.648,18,0,1,31.5,2,online_retail,617,0,0
6.52,0.23,3,1,0,6.0,1,gambling,1112,0,0
73.8,1.361,20,0,1,106.5,0,online_retail,3149,0,0
8.16,0.195,7,0,1,36.3,0,grocery,2548,0,0
9.62,0.293,2,1,0,4.6,0,grocery,2291,0,0
80.15,4.17,8,0,1,30.2,0,cash_advance,1959,0,0
20.78,0.931,17,0,1,18.6,0,electronics,1390,0,0
30.54,1.327,19,0,0,2.2,0,grocery,2304,0,0
88.79,2.471,14,0,0,6.4,0,travel,2026,0,0
37.33,1.319,1,1,1,16.6,0,gas,2952,0,0
11.12,0.235,20,0,1,120.1,0,online_retail,3530,1,0
82.08,4.211,8,0,0,4.9,1,grocery,1087,0,0
190.61,7.528,17,0,1,49.9,3,dining,1531,0,1
36.54,1.327,3,1,0,4.3,0,grocery,291,0,0
55.75,1.77,5,1,1,79.7,0,electronics,1767,1,0
45.21,1.217,23,1,0,12.1,3,grocery,517,0,0
33.27,1.234,16,0,0,10.2,0,dining,1102,0,0
60.12,1.644,1,1,0,8.9,0,dining,2924,0,0
2.99,0.047,4,1,0,29.3,0,gas,574,0,0
13.22,0.165,17,0,1,44.2,1,gambling,653,0,0
87.81,4.718,9,0,0,6.4,2,online_retail,166,0,0
48.53,1.517,3,1,0,25.2,0,gas,61,0,0
26.3,0.739,15,0,0,45.7,1,gas,3014,0,0
89.12,2.523,20,0,0,4.1,1,online_retail,636,0,0
18.64,0.269,8,0,1,67.5,1,gambling,2731,1,0
30.22,1.543,15,0,1,40.5,1,dining,1179,0,0
17.69,0.518,2,1,1,104.4,0,travel,496,0,0
67.98,1.517,14,0,1,97.3,2,online_retail,3172,0,0
33.71,1.934,13,0,0,9.4,0,online_retail,1256,0,0
25.83,0.63,18,0,1,105.1,0,gas,3558,0,0
126.07,4.799,15,0,0,11.9,0,online_retail,1676,0,0
21.44,0.575,8,0,1,62.9,0,travel,725,0,0
5.6,0.075,15,0,0,23.6,0,cash_advance,3202,0,0
42.84,2.023,1,1,1,54.1,0,dining,170,0,0
23.05,0.844,3,1,0,18.4,0,gas,2846,0,0
30.34,0.753,5,1,0,3.3,0,grocery,2192,0,0
24.58,0.474,12,0,0,41.4,2,grocery,1316,0,0
53.53,2.323,4,1,1,73.9,1,dining,2532,0,0
4.46,0.232,22,0,1,82.6,0,gas,3127,0,0
33.34,1.087,0,1,1,44.2,0,dining,1175,0,0
23.38,1.234,1,1,0,20.0,1,cash_advance,2568,0,0
27.41,0.473,18,0,1,29.9,0,gambling,1005,0,0
50.81,0.928,1,1,1,13.0,0,cash_advance,2115,0,0
23.75,0.631,6,0,0,23.9,0,grocery,1015,0,0
7.74,0.2,13,0,0,14.2,0,online_retail,3294,0,0
8.61,0.258,18,0,1,19.0,1,gas,2019,0,0
55.98,2.744,4,1,1,59.7,1,travel,3272,0,0
16.86,0.377,2,1,0,10.4,0,gambling,3417,0,0
105.93,3.366,8,0,0,5.3,0,travel,2109,0,0
9.4,0.258,11,0,1,32.3,4,grocery,1190,0,0
21.33,0.918,10,0,1,12.6,2,gas,3266,0,0
22.76,0.722,13,0,1,111.0,0,grocery,2311,0,0
49.62,3.22,19,0,0,11.2,1,dining,2931,0,0
10.69,0.653,0,1,0,11.5,1,dining,2339,0,0
105.39,5.151,23,1,0,12.7,1,online_retail,899,0,0
161.93,5.383,5,1,0,10.2,1,online_retail,1779,0,0
81.56,1.98,1,1,1,7.4,3,grocery,1515,0,0
42.66,1.123,8,0,0,19.7,0,cash_advance,1484,0,0
71.85,3.66,14,0,1,31.3,0,electronics,858,0,0
35.87,1.632,11,0,1,72.5,2,gas,1400,0,0
44.28,0.931,16,0,1,55.6,0,travel,587,0,0
160.46,4.263,22,0,0,6.8,1,gas,2156,0,0
60.34,3.038,21,0,0,10.5,0,electronics,1954,0,0
28.12,1.422,14,0,1,72.0,7,dining,2171,0,0
56.99,3.251,1,1,1,65.1,1,gas,603,0,0
42.36,2.24,23,1,0,8.1,0,grocery,2499,0,0
95.86,0.939,20,0,1,24.1,1,grocery,3390,1,0
53.72,2.256,2,1,0,11.1,1,grocery,3459,0,0
21.24,1.347,11,0,1,50.0,2,grocery,318,0,0
32.68,1.439,2,1,0,1.6,0,travel,2982,0,0
43.3,1.541,22,0,1,50.7,0,grocery,390,0,0
27.58,0.352,11,0,1,39.4,1,travel,1909,0,0
15.24,0.516,11,0,0,10.1,0,grocery,2094,0,0
25.53,0.411,20,0,0,8.5,0,grocery,2996,0,0
14.3,0.42,22,0,1,31.7,0,gas,3570,0,0
32.33,1.022,0,1,1,52.0,1,dining,1296,0,0
22.13,0.748,2,1,1,122.4,0,gas,136,0,0
24.68,0.489,7,0,1,14.5,0,electronics,2621,0,0
58.72,1.224,1,1,0,0.9,0,gas,787,0,0
14.49,0.329,17,0,1,24.2,0,gas,2062,0,0
14.87,0.652,18,0,0,1.2,0,online_retail,2490,0,0
30.28,1.027,16,0,0,9.0,1,dining,1539,0,0
74.29,3.741,15,0,1,48.6,2,dining,186,0,0
92.67,1.253,15,0,1,32.5,0,dining,1967,1,0
47.08,3.588,13,0,1,5.1,0,electronics,255,0,0
66.79,1.962,17,0,1,38.3,0,gas,1845,0,0
38.92,1.721,2,1,0,32.0,1,dining,2634,1,0
